id	eixo	curso	cd_cbo	desc_cbo	marc_inc
259	INFRAESTRUTURA	Técnico em Transporte Rodoviário	342310	Inspetor de serviços de transportes rodoviários (passageiros e cargas)	
260	INFRAESTRUTURA	Técnico em Transporte Rodoviário	342315	Supervisor de carga e descarga	
261	INFRAESTRUTURA	Técnico em Transporte Rodoviário	510105	Supervisor de transportes	
263	MILITAR	Técnico em Ações de Comandos	371410	Recreador	
262	MILITAR	Técnico em Ações de Comandos	517310	Agente de segurança	
264	MILITAR	Técnico em Ações de Comandos	517420	Vigia	
265	MILITAR	Técnico em Armamento de Aeronaves	914105	Mecânico de manutenção de aeronaves, em geral	
268	MILITAR	Técnico em Artilharia	517310	Agente de segurança	
266	MILITAR	Técnico em Artilharia Antiaérea	517305	Agente de proteção de aeroporto	
267	MILITAR	Técnico em Artilharia Antiaérea	517310	Agente de segurança	
269	MILITAR	Técnico em Bombeiro Aeronáutico	---		
272	MILITAR	Técnico em Cavalaria	333110	Instrutor de cursos livres	
270	MILITAR	Técnico em Cavalaria	517310	Agente de segurança	
271	MILITAR	Técnico em Cavalaria	623015	Trabalhador de pecuária polivalente	
273	MILITAR	Técnico em Combate a Incêndio, Resgate e Prevenção de Acidentes de Aviação	517105	Bombeiro de aeródromo	
274	MILITAR	Técnico em Comunicações Aeronáuticas	313320	Técnico de transmissão (telecomunicações)	
275	MILITAR	Técnico em Comunicações Navais	---		
276	MILITAR	Técnico em Controle de Tráfego Aéreo	342505	Controlador de Tráfego Aéreo	
279	MILITAR	Técnico em Desenho Militar	318015	Desenhista Detalhista	
278	MILITAR	Técnico em Desenho Militar	318115	Desenhista Técnico (Construção Civil)	
277	MILITAR	Técnico em Desenho Militar	318510	Desenhista Projetista de Construção Civil	
280	MILITAR	Técnico em Eletricidade e Instrumentos Aeronáuticos	914105	Mecânico de manutenção de aeronaves, em geral	
281	MILITAR	Técnico em Equipamento de Engenharia	314120	Técnico mecânico (máquinas)	
282	MILITAR	Técnico em Equipamentos de Voo	517310	Agente de Segurança	
283	MILITAR	Técnico em Estrutura e Pintura de Aeronaves	724430	Chapeador de aeronaves	
284	MILITAR	Técnico em Estrutura e Pintura de Aeronaves	725605	Montador de estruturas de aeronaves	
286	MILITAR	Técnico em Forças Especiais	371405	Recreador de acantonamento	
285	MILITAR	Técnico em Forças Especiais	517310	Agente de segurança	
287	MILITAR	Técnico em Fotointeligência	312310	Técnico em Geodésia e Cartografia	
288	MILITAR	Técnico em Guarda e Segurança	5173-1	Agente de Segurança	
289	MILITAR	Técnico em Hidrografia	---		
290	MILITAR	Técnico em Infantaria	517310	Agente de segurança	
291	MILITAR	Técnico em Informações Aeronáuticas	---		
292	MILITAR	Técnico em Manobras e Equipamentos de Convés	---		
294	MILITAR	Técnico em Material Bélico	914405	Mecânico de manutenção de automóveis, motocicletas e veículos similares	
295	MILITAR	Técnico em Material Bélico	914425	Mecânico de veículos automotores a diesel (exceto tratores)	
293	MILITAR	Técnico em Material Bélico	950205	Encarregado de manutenção elétrica de veículos	
296	MILITAR	Técnico em Mecânica de Aeronaves	314310	Técnico Mecânico (Aeronaves)	
298	MILITAR	Técnico em Mecânica de Aeronaves	914105	Mecânico de Manutenção de Aeronaves	
297	MILITAR	Técnico em Mecânica de Aeronaves	953105	Eletricista de Instalações (Aeronaves)	
299	MILITAR	Técnico em Mergulho	---		
300	MILITAR	Técnico em Montanhismo	---		
301	MILITAR	Técnico em Navegação Fluvial	341230	Piloto fluvial	
302	MILITAR	Técnico em operação de Radar	---		
303	MILITAR	Técnico em operação de Sonar	---		
304	MILITAR	Técnico em operações de Engenharia Militar	---		
305	MILITAR	Técnico em Preparação Física e Desportiva Militar	---		
306	MILITAR	Técnico em Sensores de Aviação	---		
307	MILITAR	Técnico em Sinais Navais	---		
308	MILITAR	Técnico em Sinalização Náutica	---		
309	MILITAR	Técnico em Suprimento	391115	Controlador de Entrada e Saída	
310	PRODUÇÃO ALIMENTÍCIA	Técnico em Agroindústria	---		
311	PRODUÇÃO ALIMENTÍCIA	Técnico em Alimentos	325205	Técnico de alimentos	
312	PRODUÇÃO ALIMENTÍCIA	Técnico em Apicultura	---		
313	PRODUÇÃO ALIMENTÍCIA	Técnico em Cervejaria	840110	Mestre cervejeiro	
314	PRODUÇÃO ALIMENTÍCIA	Técnico em Confeitaria	840120	Chefe de confeitaria	
315	PRODUÇÃO ALIMENTÍCIA	Técnico em Panificação	---		
316	PRODUÇÃO ALIMENTÍCIA	Técnico em Processamento de Pescado	---		
317	PRODUÇÃO ALIMENTÍCIA	Técnico em Viticultura e Enologia	325005	Enólogo	
318	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376205	Acrobata	
319	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376210	Artista aéreo	
320	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376220	Contorcionista	
321	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376230	Equilibrista	
322	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376235	Mágico	
323	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376240	Malabarista	
324	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376245	Palhaço	
325	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376250	Titeriteiro	
326	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Circenses	376255	Trapezista	
327	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artes Visuais	---		
328	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791105	Artesão bordador	
329	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791110	Artesão ceramista	
330	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791115	Artesão com material reciclável	
331	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791120	Artesão confeccionador de biojoias e ecojoias	
332	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791125	Artesão do couro	
333	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791130	Artesão escultor	
334	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791135	Artesão moveleiro (exceto reciclado)	
335	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791140	Artesão tecelão	
336	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791145	Artesão trançador	
337	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791150	Artesão crocheteiro	
338	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791155	Artesão tricoteiro	
339	PRODUÇÃO CULTURAL E DESIGN	Técnico em Artesanato	791160	Artesão rendeiro	
340	PRODUÇÃO CULTURAL E DESIGN	Técnico em Canto	371405	Recreador de acantonamento	
341	PRODUÇÃO CULTURAL E DESIGN	Técnico em Cenografia	374205	Cenotécnico (cinema, vídeo, televisão, teatro e espetáculos)	
342	PRODUÇÃO CULTURAL E DESIGN	Técnico em Cenografia	374210	Maquinista de cinema e vídeo	
343	PRODUÇÃO CULTURAL E DESIGN	Técnico em Cenografia	374215	Maquinista de teatro e espetáculos	
344	PRODUÇÃO CULTURAL E DESIGN	Técnico em Composição e Arranjo	---		
346	PRODUÇÃO CULTURAL E DESIGN	Técnico em Comunicação Visual	318405	Desenhista técnico (artes gráficas)	
345	PRODUÇÃO CULTURAL E DESIGN	Técnico em Comunicação Visual	371305	Técnico em programação visual	
347	PRODUÇÃO CULTURAL E DESIGN	Técnico em Conservação e Restauro	768710	Restaurador de livros	
348	PRODUÇÃO CULTURAL E DESIGN	Técnico em Dança	376105	Dançarino tradicional	
349	PRODUÇÃO CULTURAL E DESIGN	Técnico em Dança	376115	Dançarino popular	
350	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Calçados	318815	Modelista de Calçados	
351	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Embalagens	318430	Desenhista técnico de embalagens, maquetes e leiautes	
353	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Interiores	318010	Desenhista detalhista	
354	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Interiores	318015	Detalhista em desenho técnico	
352	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Interiores	375105	Designer de interiores	
355	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Joias	---		
356	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Móveis	318425	Desenhista técnico (mobiliário)	
357	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Móveis	318805	Projetista de móveis	
358	PRODUÇÃO CULTURAL E DESIGN	Técnico em Design de Móveis	771115	Maquetista na marcenaria	
359	PRODUÇÃO CULTURAL E DESIGN	Técnico em Documentação Musical	---		
360	PRODUÇÃO CULTURAL E DESIGN	Técnico em Fabricação de Instrumentos Musicais	742120	Confeccionador de instrumentos de percussão (pele, couro ou plástico)	
361	PRODUÇÃO CULTURAL E DESIGN	Técnico em Fabricação de Instrumentos Musicais	742125	Confeccionador de instrumentos de sopro (madeira)	
362	PRODUÇÃO CULTURAL E DESIGN	Técnico em Fabricação de Instrumentos Musicais	742130	Confeccionador de instrumentos de sopro (metal)	
363	PRODUÇÃO CULTURAL E DESIGN	Técnico em Fabricação de Instrumentos Musicais	742135	Confeccionador de órgão	
364	PRODUÇÃO CULTURAL E DESIGN	Técnico em Fabricação de Instrumentos Musicais	742140	Confeccionador de piano	
365	PRODUÇÃO CULTURAL E DESIGN	Técnico em Figurino Cênico	318810	Modelista de roupas	
366	PRODUÇÃO CULTURAL E DESIGN	Técnico em Instrumento Musical	---		
367	PRODUÇÃO CULTURAL E DESIGN	Técnico em Modelagem do Vestuário	318810	Modelista de roupas	
368	PRODUÇÃO CULTURAL E DESIGN	Técnico em Multimídia	317120	Programador de multimídia	
369	PRODUÇÃO CULTURAL E DESIGN	Técnico em Museologia	371210	Técnico em museologia	
370	PRODUÇÃO CULTURAL E DESIGN	Técnico em Paisagismo	---		
375	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	373105	Operador de áudio de continuidade (rádio)	
376	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	373110	Operador de central de rádio	
377	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	373115	Operador de externa (rádio)	
378	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	373120	Operador de gravação de rádio	
379	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	373125	Operador de transmissor de rádio	
371	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	374105	Técnico em gravação de áudio	
372	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	374110	Técnico em instalação de equipamentos de áudio	
373	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	374115	Técnico em masterização de áudio	
374	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	374120	Projetista de som	
380	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fonográficos	374130	Técnico em mixagem de áudio	
381	PRODUÇÃO CULTURAL E DESIGN	Técnico em Processos Fotográficos	---		
382	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	372105	Diretor de fotografia	
383	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	372115	Operador de câmera de televisão	
384	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	373205	Técnico em operação de equipamentos de produção para televisão e produtoras de vídeo	
389	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	373210	Técnico em operação de equipamento de exibição de televisão	
390	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	373220	Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo	
385	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	374105	Técnico em gravação de áudio	
391	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	374130	Técnico em mixagem de áudio	
386	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	374210	Maquinista de cinema e vídeo	
387	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	374405	Editor de tv e vídeo	
388	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Áudio e Vídeo	374415	Finalizador de vídeo	
392	PRODUÇÃO CULTURAL E DESIGN	Técnico em Produção de Moda	375110	Designer de vitrines	
393	PRODUÇÃO CULTURAL E DESIGN	Técnico em Publicidade	354110	Agenciador de propaganda	
397	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	262115	Produtor de rádio	
398	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	262125	Produtor de televisão	
395	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	373110	Operador de central de rádio	
399	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	373210	Técnico em operação de equipamento de exibição de televisão	
394	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	373215	Técnico em operação de equipamentos de transmissão/recepção de televisão	
400	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	373220	Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo	
396	PRODUÇÃO CULTURAL E DESIGN	Técnico em Rádio e Televisão	374125	Técnico em sonorização	
401	PRODUÇÃO CULTURAL E DESIGN	Técnico em Regência	---		
402	PRODUÇÃO CULTURAL E DESIGN	Técnico em Teatro	374205	Cenotécnico (cinema, vídeo, televisão, teatro e espetáculos)	
403	PRODUÇÃO INDUSTRIAL 	Técnico em Açúcar e Álcool	311105	Técnico químico	
404	PRODUÇÃO INDUSTRIAL 	Técnico em Açúcar e Álcool	325305	Técnico em biotecnologia	
406	PRODUÇÃO INDUSTRIAL 	Técnico em Análises Químicas	301105	Técnico de laboratório industrial	
407	PRODUÇÃO INDUSTRIAL 	Técnico em Análises Químicas	301110	Técnico de laboratório de análises físicoquímicas (materiais de construção)	
405	PRODUÇÃO INDUSTRIAL 	Técnico em Análises Químicas	311105	Técnico químico	
408	PRODUÇÃO INDUSTRIAL 	Técnico em Biocombustíveis	---		
409	PRODUÇÃO INDUSTRIAL 	Técnico em Biotecnologia	325305	Técnico em biotecnologia	
410	PRODUÇÃO INDUSTRIAL 	Técnico em Biotecnologia	325310	Técnico em imunobiológicos	
412	PRODUÇÃO INDUSTRIAL 	Técnico em Calçados	318815	Modelista de calçados	
411	PRODUÇÃO INDUSTRIAL 	Técnico em Calçados	319105	Técnico em calçados e artefatos de couro	
413	PRODUÇÃO INDUSTRIAL 	Técnico em Celulose e Papel	311110	Técnico de celulose e papel	
414	PRODUÇÃO INDUSTRIAL 	Técnico em Celulose e Papel	311705	Colorista de papel	
415	PRODUÇÃO INDUSTRIAL 	Técnico em Cerâmica	311305	Técnico em materiais, produtos cerâmicos e vidros	
416	PRODUÇÃO INDUSTRIAL 	Técnico em Construção Naval	318215	Desenhista técnico naval	
417	PRODUÇÃO INDUSTRIAL 	Técnico em Curtimento	311115	Técnico em Curtimento	
418	PRODUÇÃO INDUSTRIAL 	Técnico em Curtimento	760205	Supervisor de curtimento	
419	PRODUÇÃO INDUSTRIAL 	Técnico em Fabricação Mecânica	314110	Técnico mecânico	
421	PRODUÇÃO INDUSTRIAL 	Técnico em Fabricação Mecânica	314205	Técnico mecânico na fabricação de ferramentas	
422	PRODUÇÃO INDUSTRIAL 	Técnico em Fabricação Mecânica	314610	Técnico em caldeiraria	
420	PRODUÇÃO INDUSTRIAL 	Técnico em Fabricação Mecânica	391125	Técnico de planejamento de produção	
423	PRODUÇÃO INDUSTRIAL 	Técnico em Impressão offset	---		
424	PRODUÇÃO INDUSTRIAL 	Técnico em Impressão Rotográfica e Flexográfica	---		
425	PRODUÇÃO INDUSTRIAL 	Técnico em Joalheria	---		
428	PRODUÇÃO INDUSTRIAL 	Técnico em Móveis	318425	Desenhista técnico (mobiliário)	
427	PRODUÇÃO INDUSTRIAL 	Técnico em Móveis	318805	Projetista de móveis	
426	PRODUÇÃO INDUSTRIAL 	Técnico em Móveis	319205	Técnico do mobiliário	
429	PRODUÇÃO INDUSTRIAL 	Técnico em Petróleo e Gás	301115	Técnico químico de petróleo	
430	PRODUÇÃO INDUSTRIAL 	Técnico em Petróleo e Gás	316310	Técnico de mineração (óleo e petróleo)	
431	PRODUÇÃO INDUSTRIAL 	Técnico em Petróleo e Gás	316325	Técnico de produção em refino de petróleo	
432	PRODUÇÃO INDUSTRIAL 	Técnico em Petroquímica	311205	Técnico em petroquímica	
433	PRODUÇÃO INDUSTRIAL 	Técnico em Petroquímica	316325	Técnico de produção em refino de petróleo	
434	PRODUÇÃO INDUSTRIAL 	Técnico em Plásticos	311410	Técnico em plástico	
436	PRODUÇÃO INDUSTRIAL 	Técnico em Pré-Impressão Gráfica	318405	Desenhista técnico (artes gráficas)	
435	PRODUÇÃO INDUSTRIAL 	Técnico em Pré-Impressão Gráfica	371310	Técnico gráfico	
437	PRODUÇÃO INDUSTRIAL 	Técnico em Processos Gráficos	---		
439	PRODUÇÃO INDUSTRIAL 	Técnico em Química	301105	Técnico de laboratório industrial	
440	PRODUÇÃO INDUSTRIAL 	Técnico em Química	301110	Técnico de laboratório de análises físico-químicas (materiais de construção)	
441	PRODUÇÃO INDUSTRIAL 	Técnico em Química	301115	Técnico químico de petróleo	
438	PRODUÇÃO INDUSTRIAL 	Técnico em Química	311105	Técnico químico	
442	PRODUÇÃO INDUSTRIAL 	Técnico em Química	311205	Técnico em petroquímica	
443	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311605	Técnico têxtil	
447	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311610	Técnico têxtil (tratamentos químicos)	
444	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311615	Técnico têxtil de fiação	
445	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311620	Técnico têxtil de malharia	
446	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311625	Técnico têxtil de tecelagem	
448	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311710	Colorista têxtil	
450	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	311720	Preparador de tintas (fábrica de tecidos)	
449	PRODUÇÃO INDUSTRIAL 	Técnico em Têxtil	318420	Desenhista técnico (indústria têxtil)	
451	PRODUÇÃO INDUSTRIAL 	Técnico em Vestuário	319110	Técnico em confecções do vestuário	
452	RECURSOS NATURAIS	Técnico em Agricultura	321105	Técnico agrícola	
453	RECURSOS NATURAIS	Técnico em Agroecologia	214010	Tecnólogo em meio ambiente	
454	RECURSOS NATURAIS	Técnico em Agronegócio	---		
455	RECURSOS NATURAIS	Técnico em Agropecuária	321110	Técnico agropecuário	
456	RECURSOS NATURAIS	Técnico em Aquicultura	321305	Técnico em piscicultura	
457	RECURSOS NATURAIS	Técnico em Aquicultura	321310	Técnico em carcinicultura	
458	RECURSOS NATURAIS	Técnico em Aquicultura	321315	Técnico em mitilicultura	
459	RECURSOS NATURAIS	Técnico em Aquicultura	321320	Técnico em ranicultura	
460	RECURSOS NATURAIS	Técnico em Cafeicultura	---		
461	RECURSOS NATURAIS	Técnico em Equipamentos Pesqueiros	---		
462	RECURSOS NATURAIS	Técnico em Florestas	321210	Técnico florestal	
463	RECURSOS NATURAIS	Técnico em Fruticultura	---		
464	RECURSOS NATURAIS	Técnico em Geologia	316110	Técnico em geologia	
465	RECURSOS NATURAIS	Técnico em Geologia	316320	Técnico em pesquisa mineral	
466	RECURSOS NATURAIS	Técnico em Grãos	325205	Técnico de alimentos	
467	RECURSOS NATURAIS	Técnico em Mineração	316305	Técnico de mineração	
468	RECURSOS NATURAIS	Técnico em Mineração	316315	Técnico em processamento mineral (exceto petróleo)	
469	RECURSOS NATURAIS	Técnico em Mineração	316320	Técnico em pesquisa mineral	
470	RECURSOS NATURAIS	Técnico em Pesca	341220	Patrão de pesca de alto-mar	
471	RECURSOS NATURAIS	Técnico em Pesca	341225	Patrão de pesca na navegação interior	
472	RECURSOS NATURAIS	Técnico em Pós-Colheita	325205	Técnico de alimentos	
475	RECURSOS NATURAIS	Técnico em Recursos Minerais	316105	Técnico em geofísica	
476	RECURSOS NATURAIS	Técnico em Recursos Minerais	316115	Técnico em geoquímica	
477	RECURSOS NATURAIS	Técnico em Recursos Minerais	316120	Técnico em geotecnia	
473	RECURSOS NATURAIS	Técnico em Recursos Minerais	316315	Técnico em processamento mineral (exceto petróleo)	
478	RECURSOS NATURAIS	Técnico em Recursos Minerais	316320	Técnico em pesquisa mineral	
474	RECURSOS NATURAIS	Técnico em Recursos Minerais	316330	Técnico em planejamento de lavra de minas	
479	RECURSOS NATURAIS	Técnico em Recursos Pesqueiros	321305	Técnico em piscicultura	
480	RECURSOS NATURAIS	Técnico em Recursos Pesqueiros	321310	Técnico em carcinicultura	
481	RECURSOS NATURAIS	Técnico em Recursos Pesqueiros	321315	Técnico em mitilicultura	
482	RECURSOS NATURAIS	Técnico em Recursos Pesqueiros	321320	Técnico em ranicultura	
483	RECURSOS NATURAIS	Técnico em Recursos Pesqueiros	341220	Patrão de pesca de alto-mar	
484	RECURSOS NATURAIS	Técnico em Recursos Pesqueiros	341225	Patrão de pesca na navegação interior	
485	RECURSOS NATURAIS	Técnico em Zootecnia	323105	Técnico em pecuária	
486	SEGURANÇA	Técnico em Defesa Civil	---		
487	SEGURANÇA	Técnico em Segurança do Trabalho	351605	Técnico em segurança do trabalho	
488	TURISMO, HOSPITALIDADE E LAZER	Técnico em Agenciamento de Viagem	354810	Operador de turismo	
489	TURISMO, HOSPITALIDADE E LAZER	Técnico em Agenciamento de Viagem	354815	Agente de viagem	
547	TURISMO, HOSPITALIDADE E LAZER	Técnico em Análises Clínicas	515215	Auxiliar de laboratório de análises clínicas	---
512	TURISMO, HOSPITALIDADE E LAZER	Técnico em Artes Visuais 	262405	Artista (artes visuais)	
513	TURISMO, HOSPITALIDADE E LAZER	Técnico em Canto 	262705	Músico intérprete cantor	
511	TURISMO, HOSPITALIDADE E LAZER	Técnico em Cervejaria 	841710	Filtrador de cerveja	---
515	TURISMO, HOSPITALIDADE E LAZER	Técnico em Composição e Arranjo 	262605	Compositor	
514	TURISMO, HOSPITALIDADE E LAZER	Técnico em Composição e Arranjo 	262610	Músico Arranjador	
516	TURISMO, HOSPITALIDADE E LAZER	Técnico em Composição e Arranjo 	262615	Músico regente	
517	TURISMO, HOSPITALIDADE E LAZER	Técnico em Composição e Arranjo 	262705	Músico Intérprete Cantor	
518	TURISMO, HOSPITALIDADE E LAZER	Técnico em Composição e Arranjo 	262710	Músico Intérprete Instrumentista	
519	TURISMO, HOSPITALIDADE E LAZER	Técnico em Conservação e Restauro 	262415	Conservador-restaurador de bens culturais	
490	TURISMO, HOSPITALIDADE E LAZER	Técnico em Cozinha	---		
550	TURISMO, HOSPITALIDADE E LAZER	Técnico em Cozinha	271105	Chefe de cozinha	---
520	TURISMO, HOSPITALIDADE E LAZER	Técnico em Dança 	262810	Bailarino (exceto danças populares)	
521	TURISMO, HOSPITALIDADE E LAZER	Técnico em Dança 	262815	Coreógrafo	
522	TURISMO, HOSPITALIDADE E LAZER	Técnico em Dança 	262820	Dramaturgo de dança	
523	TURISMO, HOSPITALIDADE E LAZER	Técnico em Dança 	262825	Ensaiador de dança	
524	TURISMO, HOSPITALIDADE E LAZER	Técnico em Design de Joias 	751005	Engastador (joias)	---
525	TURISMO, HOSPITALIDADE E LAZER	Técnico em Design de Joias 	751010	Joalheiro	---
526	TURISMO, HOSPITALIDADE E LAZER	Técnico em Design de Joias 	751015	Joalheiro (reparações)	---
527	TURISMO, HOSPITALIDADE E LAZER	Técnico em Design de Joias 	751020	Lapidador (joias)	---
491	TURISMO, HOSPITALIDADE E LAZER	Técnico em Eventos	354820	Organizador de evento	
492	TURISMO, HOSPITALIDADE E LAZER	Técnico em Eventos	375120	Decorador de eventos	
493	TURISMO, HOSPITALIDADE E LAZER	Técnico em Eventos	376305	Apresentador de eventos	
507	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	252515	Analista de cobrança (instituições financeiras)	
508	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	252525	Analista de crédito (instituições financeiras)	
509	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	252545	Analista financeiro (instituições financeiras)	
510	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	253305	Corretor de valores, ativos financeiros, mercadorias e derivativos	
504	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	353225	Técnico de operações e serviços bancários - renda fixa e variável	
506	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	353230	Tesoureiro de banco	
505	TURISMO, HOSPITALIDADE E LAZER	Técnico em Finanças 	353235	Chefe de serviços bancários	
494	TURISMO, HOSPITALIDADE E LAZER	Técnico em Guia de Turismo	511405	Guia de Turismo	
548	TURISMO, HOSPITALIDADE E LAZER	Técnico em Hemoterapia	324220	Técnico em Hemoterapia	---
495	TURISMO, HOSPITALIDADE E LAZER	Técnico em Hospedagem	422120	Recepcionista de Hotel	
496	TURISMO, HOSPITALIDADE E LAZER	Técnico em Hospedagem	513115	Governanta de hotelaria	
549	TURISMO, HOSPITALIDADE E LAZER	Técnico em Imagem Pessoal	516115	Esteticista	---
538	TURISMO, HOSPITALIDADE E LAZER	Técnico em Impressão Offset	766215	Impressor de off-set (plano e rotativo)	---
539	TURISMO, HOSPITALIDADE E LAZER	Técnico em Impressão Rotográfica e Flexográfica	766220	Impressor de rotativa	---
540	TURISMO, HOSPITALIDADE E LAZER	Técnico em Impressão Rotográfica e Flexográfica	766225	Impressor de rotogravura	---
541	TURISMO, HOSPITALIDADE E LAZER	Técnico em Impressão Rotográfica e Flexográfica	766235	Impressor flexográfico	---
530	TURISMO, HOSPITALIDADE E LAZER	Técnico em Instrumento Musical 	262605	Compositor	
531	TURISMO, HOSPITALIDADE E LAZER	Técnico em Instrumento Musical 	262610	Músico arranjador	
529	TURISMO, HOSPITALIDADE E LAZER	Técnico em Instrumento Musical 	262615	Músico regente	
528	TURISMO, HOSPITALIDADE E LAZER	Técnico em Instrumento Musical 	262710	Músico intérprete instrumentista	
542	TURISMO, HOSPITALIDADE E LAZER	Técnico em Joalheria	751005	Engastador (joias)	---
543	TURISMO, HOSPITALIDADE E LAZER	Técnico em Joalheria	751010	Joalheiro	---
544	TURISMO, HOSPITALIDADE E LAZER	Técnico em Joalheria	751015	Joalheiro (reparações)	---
545	TURISMO, HOSPITALIDADE E LAZER	Técnico em Joalheria	751020	Lapidador (joias)	---
497	TURISMO, HOSPITALIDADE E LAZER	Técnico em Lazer	371405	Recreador de Acantonamento	
498	TURISMO, HOSPITALIDADE E LAZER	Técnico em Lazer	371410	Recreador	
532	TURISMO, HOSPITALIDADE E LAZER	Técnico em Publicidade 	253110	Redator de publicidade	
533	TURISMO, HOSPITALIDADE E LAZER	Técnico em Publicidade 	253115	Agente publicitário	
536	TURISMO, HOSPITALIDADE E LAZER	Técnico em Regência 	262605	Compositor	
535	TURISMO, HOSPITALIDADE E LAZER	Técnico em Regência 	262610	Músico Arranjador	
534	TURISMO, HOSPITALIDADE E LAZER	Técnico em Regência 	262615	Músico Regente	
499	TURISMO, HOSPITALIDADE E LAZER	Técnico em Restaurante e Bar	510130	Chefe de bar	
500	TURISMO, HOSPITALIDADE E LAZER	Técnico em Restaurante e Bar	510135	Maître	
